topic_no	test_statistic	p-value	topic_words
topic_69	23.69466889190751	1.957813648549776e-120	dire pouvoir voir savoir celer quelque chose croire oui devoir 
topic_20	16.681764754707473	1.2947188970492882e-61	dire pouvoir luire regarder demander aller vouloir tête oeil main 
topic_29	14.696602316359462	4.2679866520086616e-48	cayley merrivale mendip viper dire bewlay thanet whittaker celer pettifer 
topic_95	13.210446647659392	2.272382590237739e-39	tante oncle dire pouvoir celer devoir aller venir voir houghton 
topic_85	12.489976694201209	1.9615190621019548e-35	feu incendie dire brûler tente quelque pompier fumée aller sac 
topic_62	12.484131100133656	2.4028158056437447e-35	pascoe huby dalziel dire greenfield biggs wield himmelblau commandant graylop 
topic_09	12.356506697368149	8.705374910362771e-35	thurston holmes oncle wiggins hobart howery hall fellowes shipka townsend 
topic_99	12.104166801000698	2.349044068496788e-33	dire gunn pouvoir bain keif lockwood benbow jacoby voir vouloir 
topic_98	12.06414940037418	3.233750151787992e-33	inspecteur withers campion throgmorton homme dire répondre chatonne greening haslett 
topic_61	11.834625584232814	4.4437977494677967e-32	dire luire pouvoir femme savoir jamais voir vouloir parler aimer 
topic_88	11.06645653914339	2.951178415790003e-28	leprat doutre cribb combat thackeray hungerford faugères vibart boyle kollecki 
topic_06	10.502877864023104	1.3665514068506026e-25	thursday dire carella deal dab kling homme skinner clapp degarmon 
topic_65	10.328882508902012	7.194874112873655e-25	dire aller pouvoir savoir luire vouloir voir chose demander quelque 
topic_47	9.725357132704326	3.3456914719609444e-22	dire grouchko voir regarder celui répondre luire gunny tête penser 
topic_21	9.608100072580996	9.864977185345055e-22	pendlebury wagstaffe inspecteur volnay dire luire celer éon commissaire celui 
topic_53	9.485502692237873	3.0741680520032485e-21	café tasse thé boire prendre luire cuisine lever plateau demander 
topic_19	9.38879799119958	7.472527424106657e-21	route pouvoir chemin arbre vers quelque voir bois jusque loin 
topic_25	9.211922281123705	3.930051592996613e-20	porte ouvrir chambre pouvoir fenêtre escalier entrer aller voir entendre 
topic_05	8.760600253327185	2.3130775971725837e-18	chien luire tendre harpur aller mellick pouvoir animal packer mère 
topic_71	8.509582368972442	2.0064482427254708e-17	pouvoir cramer frost celer dire margate toke trevarrow quade macnair 
topic_44	8.474629512748802	2.705797823110512e-17	cent luire dire cinq payer aller pouvoir trois chèque quatre 
topic_79	8.317985732107617	1.0436060412601449e-16	photo fille voir dire nom homme cliché femme pouvoir prendre 
topic_18	7.986189716018864	1.6080305763869124e-15	bleston street jour aveyard grand celui lequel aller chez dernier 
topic_45	7.570303452107754	4.1915234544153235e-14	lenormant luire nolet lieutenant saivre durut montfeurgny whitewell méribel devoir 
topic_22	7.561370751095434	4.556252853844642e-14	boldo shadduk giaffino mc caluci holz innés slaughter lieutenant straber 
topic_51	6.192314249145713	6.216368790812799e-10	luire pouvoir devoir aller prendre quelque venir celer sembler trouver 
topic_82	4.608664963136649	4.107816395861314e-06	docteur dr pouvoir dire médecin inspecteur testament oui quelque voir 
