topic_no	test_statistic	p-value	topic_words
topic_59	48.809212227727684	0.0	inspecteur demander quelque venir homme police répondre celer monsieur oui 
topic_34	37.46954254663472	4.087623776332645e-299	crime tuer trouver meurtre police celui assassin quelque affaire croire 
topic_61	33.76901939978608	8.55363168338895e-245	femme jeune celer quelque sourire demander penser parler oui fille 
topic_11	29.49518992674564	1.7700472192149983e-187	celui homme prendre venir jeune donner rendre tenir ainsi lorsque 
topic_69	28.885223646337874	4.941140184145484e-180	oncle père tante sœur celer frère grand testament oui cousin 
topic_56	26.528058407050015	5.402618312924996e-153	monsieur vers répondre oui regard voix regarder demander main prendre 
topic_94	20.986427444008335	1.5653861863153193e-96	directeur monsieur mcfee dancourt commandant fen chaumet baumann jeune commissaire 
topic_72	20.140276471080025	3.677677458066174e-89	colonel commissaire picot konrath piggot docteur polletti homme betts monsieur 
topic_14	20.099021983432173	8.34468878975802e-89	lorsque celer penser ainsworth homme prendre lluji chose quelque sembler 
topic_51	18.744971513179078	1.1594338304561076e-77	colonel mme commissaire monsieur chassin grignon maître ferrières celui prendre 
topic_77	18.691718624069985	3.012973744604142e-77	jeune répondre croire paraître homme regarder fille wigmore reprendre déclarer 
topic_47	18.515491982934034	4.8731176570552594e-76	heure soir chez dix monsieur vers oui rentrer nuit passer 
topic_03	18.439115893879322	3.6220464312840226e-75	tennison otley shefford fellows lampan chef homme aveyard prendre demander 
topic_22	18.156353385155803	4.1457968671701634e-73	perrot lherbier wace moshan bonape oui jackman professeur quartly teatime 
topic_58	18.133994610570383	8.667003077060445e-73	pendlebury wagstaffe inspecteur bix sourlot frood fayrer dorange paraître hackett 
topic_48	17.85972551633884	8.204767709431304e-71	end week finch londres passer femme street chez homme heure 
topic_04	17.362400806303363	6.198648493096817e-67	dormières fombieux nasuno shimako oui kinumura mme monsieur jeune commissaire 
topic_43	16.35644214081287	9.61571966536524e-60	thursday kite dodd inspecteur brannigan homme burgess whittaker yard jeune 
topic_18	15.76706538898823	1.1369606111021825e-55	mme monsieur femme mademoiselle jeune pauvre mémère oui jour concierge 
topic_74	14.460948878774596	3.2477404248956963e-47	docteur médecin dr infirmier malade hôpital venir chambre demander prendre 
topic_02	14.028382655134822	1.6571371871074892e-44	fleck celer severn tante thurston croire chambre trevarrow troughton robineau 
topic_12	13.434189477590122	5.929717313087282e-41	mlle cramer frost gamadge jeune mme margate fauteuil monsieur thermos 
topic_33	12.905209675858512	5.851785603489007e-38	worms rosbach sauvin beaupré mourelle castagnac monsieur commissaire toro lautridou 
topic_27	11.998982195041686	4.802004456351336e-33	chien mec signor quoi merde penser quelque chose jamais tarchinini 
topic_28	11.92046438397049	1.1391386779079023e-32	avocat témoin todhunter président maître procès prison juré défense lenormand 
topic_53	11.40513624065603	4.547331776859005e-30	lettre papier écrire lire bureau enveloppe feuille nom trouver prendre 
topic_93	10.665282308092312	1.687457452011725e-26	faucon beaujeu dogg shadduk caluci kreisky peppe tarchinini policier commissaire 
topic_67	10.627769010132557	2.4985791650041674e-26	quelque demander chose regarder lieutenant oui tête croire répondre trouver 
topic_82	10.47738282156202	1.2039030173388048e-25	croire chose parler quelque penser jamais oui venir prendre celer 
topic_76	10.44457447266656	1.7593611911261876e-25	commissaire monsieur oui mendip gier viper lenoir policier quench casteljal 
topic_26	9.790142534735942	1.3943809945698084e-22	dab homme toke celer carrier selmer estivar thomdyke walters chose 
topic_68	9.708554859353116	3.047334516367448e-22	nolet tendre harpur mellick hartford demander withers griff biff croire 
topic_05	7.5271630790287745	5.348670153906948e-14	grouchko gunn lenormant monsieur homme talolahti meecham biggs mme lockwood 
topic_20	6.974740461076683	3.1376412067810003e-12	wexford sern dobbs hungerford burden penser grazzi fille boyle celer 
topic_86	6.558738831306987	5.515681079554392e-11	dietzold bleston intendant celui greenfield grand jour déjà giaffino street 
topic_23	6.223048363600007	4.949102940324258e-10	campion dover bowers crofts montreuil cour zwang faraday furet connington 
topic_39	5.810686711119097	6.278147667625826e-09	porte chambre ouvrir escalier entrer entendre fenêtre sortir heure lit 
topic_29	5.774186851770415	7.799470899455922e-09	homme jamais croire celer femme prendre toujours penser comprendre chose 
topic_24	4.478006610715679	7.558224323389843e-06	frère monseigneur général augagneur boisseau dulières homme bordier allemand trois 
topic_98	4.1598842532279	3.192098847106831e-05	affaire bureau service travail directeur jour travailler prendre compte nouveau 
topic_21	4.074127055261609	4.629268151259352e-05	oeil homme voix regarder main quelque tête vers visage chose 
topic_89	3.261802811138087	0.00110813851390561	oeil voix main femme tuer tête visage larme venir fille 
topic_75	2.200827982592852	0.027754863245144694	grand noir oeil cheveu homme porte femme visage bleu main 
topic_17	2.126243879204813	0.03349025931202832	trouver ouvrir sac poche clé prendre boîte quelque main coffre 
topic_87	1.2263526086671495	0.22007475373571442	scène jouer musique théâtre danser soir quelque vers celui danse 
topic_73	1.1898020210222018	0.23413220498937468	téléphone heure appeler voix oui numéro raccrocher bureau téléphoner attendre 
topic_07	1.1469528198679488	0.2514095688795399	mareuil belliard mongeot sorbier mareuii degarmon sills thirifaye lavery mme 
