topic_no	test_statistic	p-value	topic_words
topic_52	40.034979776746546	0.0	pu police affaire crime personne homme cas meurtre chose oui 
topic_29	33.110229410089296	5.531025920712661e-230	fit jeune demanda vers répondit regard femme voix homme yeux 
topic_82	29.056318784402624	3.1180771535456404e-177	voir docteur dire oui vais chambre mieux voulez allez chez 
topic_86	20.02026666511996	1.5353112251467773e-87	quelques pouvait temps assez ainsi ailleurs jour toute affaire devait 
topic_28	19.349279579346902	3.983634325917189e-82	monsieur oui dire ça chose voulez savez quelque homme commissaire 
topic_46	17.872067554893327	4.5006082364610943e-70	testament notaire whittaker tante finch beaupré castelet sourlot castagnac vassal 
topic_16	15.290967354772746	4.92267062029569e-52	pascoe huby dalziel wield cottage fountain stu amberley keech gubbins 
topic_93	14.740040936406812	1.4369335000670848e-48	wexford step gardella fit tennison brandshaft blackie thurston keif otley 
topic_14	14.602601869954045	1.1181651144115397e-47	todhunter foley steinemann club fauteuil chaubouret monsieur laversanne secrétaire madame 
topic_57	14.472774758339028	4.3704911327569433e-47	faut dire jamais vais voulez allez oui temps mieux veux 
topic_99	14.238137022644594	1.4482891277467734e-45	ça chose temps toujours quelque quelqu chez dire jamais vraiment 
topic_02	13.8440851755199	3.0563687092669187e-43	corps police inspecteur cadavre victime commissaire heures empreintes crime enquête 
topic_00	13.750858486022109	1.463225760411881e-42	grouchko cayley boule margate fen anelo dulières cramer carmandine cook 
topic_35	13.610728153351792	6.586247217076404e-42	fit demanda vers pouvait puis prit allait femme savait yeux 
topic_49	13.30360306335546	4.051539998369491e-40	jamais toujours femme pouvait savait dire chose faisait pourtant yeux 
topic_21	13.238338828126963	1.2063988528813923e-39	avocat président témoin maître procès monsieur prison jurés dancourt défense 
topic_19	13.19344561556265	2.3651823370205563e-39	école gallois élèves classe mcfee dodd professeur nettleton mémé fredrika 
topic_50	11.90785004894622	1.919026816276872e-32	pendlebury wagstaffe inspecteur lenormant dab hartford herrington fayrer durut gayleigh 
topic_31	11.200162814953373	5.644788320167186e-29	père mère fille jamais femme enfant jeune grand enfants parents 
topic_85	11.129634116659014	1.4189427939556113e-28	polletti dover holmes bowers wiggins crofts connington sénateur street drury 
topic_80	10.853773791880633	2.7853284868615677e-27	plessis houghton loureiro patinay howery shipka redfield fille colonel pascoe 
topic_44	9.735051123686038	2.602105469578398e-22	lettre papier lettres enveloppe bureau nom feuille écrit écrire carte 
topic_13	8.639544986337757	6.684576895796743e-18	merrivale bewlay masters giaffino commandant ambatra earnshaw dacosta gitan cependant 
topic_72	8.39701701260137	5.093352654181871e-17	heures mme femme chez chambre soir heure hôtel madame porte 
topic_23	7.930183677475552	2.454665551097643e-15	fleck incendie gessler cobb nims mckev lefleur feu lindstrom pepperdine 
