topic_no	test_statistic	p-value	topic_words
topic_22	36.90040072153681	2.991865714004278e-279	quelque quelques ainsi ailleurs chose heure doute pu puis point 
topic_29	32.92879055115416	1.3139211292705884e-226	police pu affaire meurtre homme tué personne crime femme assassin 
topic_49	27.17219866593623	1.2032075837468753e-157	dire oui voulez ça monsieur allez vais fit savez dites 
topic_52	25.47763419067161	6.30523079811282e-140	jeune yeux femme fit regard vers demanda voix tête répondit 
topic_15	19.990238288779263	8.47038278860465e-87	wexford testament notaire femme fit mère noblet trevarrow enfant burden 
topic_41	18.68883233368872	2.2978769239758328e-76	dr docteur médecin talolahti poison flacon inspecteur thanet autopsie suicide 
topic_10	18.612241388263836	3.4832960731703725e-76	ça oui dire chose quelque jamais quoi femme quelqu voir 
topic_17	17.2178874641491	3.0669811582807135e-65	pendlebury inspecteur wagstaffe aveyard oncle baumann constable fayrer pr répondit 
topic_51	16.823721304465565	1.1527787213307423e-62	madame femme mme fille jeune monsieur mariage pauvre chère chez 
topic_57	16.070115933899757	2.867497180056418e-57	finch tennison gallois chef harpur mellick tendre inspecteur répondit otley 
topic_18	14.583343847683205	9.320477056597091e-48	homme monsieur jeune hôtel femme grand yeux air sourire cheveux 
topic_38	14.568717414673612	1.7823541943456745e-47	step brandshaft blackie fabbri greenfield fit chaubouret jouve trager howery 
topic_47	14.117176999399	8.252199262551682e-45	oncle tante fit dire tête voir campion pu bix crois 
topic_82	12.994116059111716	3.0378450065356546e-38	dancourt rosbach farakhan maurer sénateur gunny lovejoy giraudas commissaire lansing 
topic_92	12.63617375547325	2.8113449918455753e-36	mareuil belliard mongeot castelet sourlot mc sorbier innés mareuii oui 
topic_61	12.297429208126312	1.7690072237198215e-34	gardella ça saivre bemie thurston scandura stu vraiment lorsqu méribel 
topic_64	12.145958278550273	9.270731450343064e-34	nuit heures chambre heure pouvait lit allait temps soir chez 
topic_02	12.138077550158352	1.2494720147796068e-33	merrivale buny bewlay beaupré masters castagnac fit slaughter docteur powell 
topic_19	11.61759115111742	5.533143609822079e-31	commissaire monsieur gunn oui bain fombieux lockwood chaumet mme casteljal 
topic_21	11.143335744019774	1.2146881184480963e-28	ça chatonne estivar nims chose lefleur ranch quelque weppo augie 
topic_70	10.891947440427245	1.7448475027211e-27	inspecteur police hommes policier homme vers demanda fit policiers chef 
topic_69	10.657321828844994	2.3898498834449335e-26	photos photo empreintes thurston toke photographe homme appareil chambre clichés 
topic_80	10.33534571670319	6.800331646476592e-25	withers cribb thackeray margate cramer combat vibart selmer carrier nahour 
topic_95	10.2598601027142	1.420131408689534e-24	avocat laube président témoin maître procès monsieur bencolin général jurés 
topic_72	9.903963696470733	5.304684467430557e-23	cayley holt mcfee inspecteur dodd potter fountain scranton kollecki donnelly 
topic_54	9.695070642756985	3.9913892159725373e-22	kite inspecteur homme yard throgmorton hartford gayleigh londres herrington scotland 
topic_74	8.830478811959402	1.2135276425428182e-18	ça lieutenant carella femme fellows oui fit fille houghton kling 
topic_40	7.787860274570421	7.298452913193082e-15	dis demandai puis vis pris vers mis fit yeux pouvais 
topic_35	7.5788557389658955	3.824306881298612e-14	grouchko todhunter gier bonape holz straber norwood farroway milioukine langlois 
topic_98	7.543386677511948	4.933936111751733e-14	mme mère fille femme jamais autres faisait vieille toujours madame 
topic_97	6.253873237642885	4.1211725058981537e-10	jamais femme yeux toujours peur jour seule dire mère oui 
topic_62	5.178511477273282	2.2709114688370106e-07	bureau lettre papier dossier nom lettres trois rapport enveloppe quelques 
topic_71	5.058050696489677	4.3251632467884393e-07	directeur monsieur ministre dupont parc coulon jeune oui sérigny lapin 
topic_13	2.2776971085880984	0.022759803614687095	téléphone voix numéro oui heures bureau chez heure appareil fil 
topic_68	1.8858081135913474	0.059350860957851595	cellule prison club gardien fauteuil gardiens jour jours crime latimer 
topic_58	1.779139533397772	0.0752382198615985	temps jamais toujours autres toute pouvait jour toutes leurs point 
topic_26	1.492104057502649	0.1356927425361652	docteur médecin hôpital infirmière dr malade cush clinique service lherbier 
topic_94	1.1712225613174232	0.24152945698721126	porte chambre lit appartement escalier étage fenêtre couloir cuisine immeuble 
topic_00	1.1351071643892239	0.25635130504118364	decambrais cerveau ferrières peste schratt desperches amelot kéryado hinds puces 
topic_45	0.3073795544205651	0.7585592233640759	table café cuisine manger tasse pain thé déjeuner assiette eau 
topic_63	-0.9173212143345792	0.35898866861566736	livre livres écrire écrit lire auteur bibliothèque français écrivain nom 
topic_20	-0.9286406975105007	0.3530902433778167	père mère grand fille enfant parents jamais enfants jeune frère 
topic_08	-1.3973855228755596	0.16231881610942078	train gare avion valise quai wagon compartiment voyage voyageurs aéroport 
topic_07	-1.8100355955751437	0.0703058188286147	volnay howie sugar mcnabe éon commissaire sartine mattone étranges morts 
topic_33	-2.484260639734345	0.012992785471526809	verre bouteille boire table whisky bière verres alcool eau comptoir 
topic_27	-2.4848006532616753	0.012972847218548904	leprat sernine hermantier lenormand pascoe huby dalziel jallu château wield 
topic_03	-2.8481456465985397	0.004404202958848987	leurs rouge yeux regard devant autour toutes robe femme celle 
topic_93	-3.1268556983018674	0.0017693276884614743	yudel maisons homme weizmann côté street vers devant allée nouveau 
topic_23	-3.1283145397571537	0.0017620462040437643	gessler cobb castain lorsque mornay oui guerzévitch ronga révérend westlake 
topic_11	-4.651093042606979	3.3276497956624132e-06	dollars cinq cent banque dix vingt trois quatre billets cents 
topic_14	-4.755181627030025	2.00120997752645e-06	porte mur fenêtre escalier derrière bois côté lampe fenêtres murs 
topic_55	-5.32716271600345	1.0095469973325718e-07	fit porte puis ouvrit sortit prit main vers poche bureau 
topic_01	-5.3273406403218635	1.0094732605533023e-07	musique film scène cinéma leurs théâtre autres écran devant orchestre 
topic_48	-5.592741986941785	2.2703896241425433e-08	cigarette main yeux faisait toujours fit tête puis quelque mains 
topic_91	-5.816806963545923	6.111843018557497e-09	vers main puis tête yeux voix fit contre visage mains 
topic_05	-5.913740748446453	3.3827346098653946e-09	bleston piggot street betts chez jours samedi peppe cathédrale meurtre 
topic_90	-6.179468849550876	6.572194171653771e-10	heures trois soir dix heure cinq vingt huit chez quatre 
topic_76	-6.356883149225326	2.0901508941410005e-10	gamadge appelé mère grofield stoner ellroy holmes femme victime quelques 
topic_37	-6.638517177632189	3.239553142637451e-11	journal article grand journaux journaliste presse photo histoire articles polletti 
topic_42	-6.773675152774405	1.3019345688329617e-11	leurs guerre pays politique ministre contre président hommes quelques conseil 
topic_78	-6.979684955515148	3.0450881971287007e-12	bateau eau mer bord pont thayer byrum port île cabine 
topic_56	-6.985112795308531	2.9140693601151575e-12	sern hungerford pendant stockler service homme devait opération sorte boyle 
topic_79	-7.089559098549931	1.3991537900364931e-12	ça chose dire jamais dis toujours temps chez demande quelque 
topic_75	-7.265686692934141	3.822856292766268e-13	cheval chevaux frost whittaker macnair course écurie cramer burroughs courses 
topic_81	-7.472464668092341	8.150101645572588e-14	cimetière leurs homme corps cercueil morts autres enfants jour hommes 
topic_66	-9.547310995315476	1.4370507573224416e-21	caldwell commissaire monsieur krantz llob tête badge tatoo nicholson thobane 
topic_86	-9.940795899076322	3.023937160649275e-23	flaty église leurs devant château père prêtre curé grand temps 
topic_84	-11.051168539765968	2.713498646365757e-28	eau route chemin bois vers loin terre arbres vent leurs 
topic_88	-11.111611627404896	1.328338844690246e-28	ahorn homme ohihani ohisihan enfant femmes femme nom nokh celui 
topic_25	-12.217286809624676	3.0682161432226296e-34	ça adamsberg vandoosler demanda veilleux danglard homme type massart tête 
topic_12	-12.466879219051279	1.5841699541553918e-35	voiture route volant portière arrière devant voitures moteur côté vers 
topic_67	-12.97620186047393	2.14733153444801e-38	ça môme dab sieur grand gars fit subito américain petits 
topic_99	-13.036016190956447	1.0725106617003981e-38	duprest père ça pays grand mère faut monsieur enfants quartier 
topic_87	-13.109383254318468	4.078352653558719e-39	feston foley anglais espagnol shaddermacher homme lovey shap grec châvez 
topic_06	-13.473267301898423	3.253681690355739e-41	donahoo ça fit désiris saperstein ailot squelette cabirol bénech valesy 
topic_53	-14.527804131785176	1.2207685273959038e-47	père mère grand algérie guerre quelques demandé oas jumeaux français 
topic_50	-14.772467852214374	3.774131643147598e-49	legs pj jour rothstein septembre nuit corsaire lorsque musil eïd 
topic_34	-14.809200657046308	2.8521438583785428e-49	ça type gars flics dis jamais quoi air fit boulot 
topic_24	-15.161134127069994	1.206133591078083e-51	lenormant nolet lieutenant durut montfeurgny faulkner docteur gelbe hommes armenta 
topic_65	-15.331344460975705	9.105087473321533e-53	ça fleck chez puis yeux mckev dis gélou montale toujours 
topic_73	-15.928818567706847	8.254278388475973e-57	laviolette ça devant grignon gendarmes nuit chabrand assassin lure trois 
topic_43	-17.03174112562352	1.1147685711332754e-64	malaussène ça coudrier oui monsieur inspecteur divisionnaire silistri haymann hadouch 
topic_09	-18.514538889261853	6.356218290480808e-76	cadin inspecteur steemer mengele comiti lardenne ricouart sloga buenos thiraud 
topic_83	-19.18201497168055	2.5618236871127117e-81	lorsque dis short hollywood gars ça doc flic fêlure los 
topic_39	-19.896828583518992	3.0885427026676164e-87	ça veux peux dis faut dire oui vais crois quoi 
topic_59	-19.97804705684355	3.6091566131312713e-88	arme revolver balle pistolet feu fusil canon hommes trois balles 
topic_44	-20.484061535948932	2.8857749546009628e-92	yeux cheveux visage corps main tête fille mains lit femme 
topic_46	-20.61837172120158	1.0229891140593083e-93	ça demande dis lorsque oui monsieur gars vais dire commissaire 
topic_28	-21.45682464645098	2.642582820183517e-101	ça fit demanda puis tête yeux regarda répondit prit air 
topic_36	-21.88153436825905	5.493525424997754e-105	ça boule type grand loin toujours genre autres trois quoi 
topic_77	-23.18783591497885	9.409876863820857e-118	corps yeux bone tête toute peur nuit quelque voix toutes 
topic_04	-23.198874258254563	8.311718854552712e-118	puis ça pris tête demandé mis main yeux air dire 
topic_32	-23.337618265138605	6.377552764381253e-119	adamsberg danglard commissaire veyrenc retancourt demanda oui homme vers lieutenant 
topic_60	-25.22069916068247	2.691054984678135e-138	ça quoi gueule faut merde chien dire vrai veux trois 
topic_85	-25.297207592896427	1.292569862918083e-139	leurs faut veut enfants vient vers parle devant passe autres 
topic_31	-26.827105204442148	6.962579160283326e-156	béru bérurier quoi grand chez puis épaulard pinaud demande faut 
topic_89	-27.26154279111764	2.055812533151808e-161	puis vers main porte regarde yeux tête ouvre voix lève 
topic_96	-28.8358735073119	1.2890243591918882e-179	maigret commissaire femme bureau homme heure toujours oui temps chez 
topic_16	-30.160913325328316	1.0985169594342366e-195	ça oui dis faroux nom quoi toujours dire chez hein 
topic_30	-30.593243461800206	5.197852208391864e-202	vers terrier place près devant ça leurs trois entre métro 
